CpG_ID,CHR,MAPINFO,Probe_SNPs,Probe_SNPs_10,Methyl27_Loci,UCSC_RefGene_Name,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island,R_laml_age,R_hannum_age,Mean_laml,Variance_laml,Mean_hannum,Variance_hannum,R_weidner_i0,R_horvath_i0,R_hannum_i0,R_inters_i0
cg15219228,6,35479628,,,NA,TULP1,Body,chr6:35479388-35479678,Island,-0.0624384274016875,-0.0199430203622058,0.561834972848716,0.127692235153094,0.0910980801067073,0.00198466794531205,0.376829804456534,0.130118788854967,0.170474949973908,0.304961519971402
cg16192707,6,99292347,,,NA,,,chr6:99292749-99293325,N_Shore,-0.107200654050064,0.154730373647943,0.572608992554852,0.101958268747532,0.131490826928354,0.00280262650397583,0.287143602618203,0.186023100343917,0.24715724423005,0.223475077350404
cg16590910,6,42928470,,rs10948059,NA,GNMT,TSS200,chr6:42928218-42928810,Island,-0.1765063549063,0.044649764508025,0.377488025008297,0.106523329865455,0.107355987454268,0.00120162742690949,0.260005012881462,0.0846116865880767,0.121338850242221,0.24574048887921
cg16620382,6,43211213,,,NA,TTBK1,TSS200,chr6:43211114-43211345,Island,-0.114430444573497,0.168888781161956,0.493637580557694,0.12476567943565,0.0758603056448171,0.00305444619407133,0.314191796131863,0.223838305810423,0.197062944533699,0.107187732410744
cg16711084,6,170477934,,,NA,,,chr6:170474406-170475553,S_Shelf,0.179953144180291,-0.0887102668636278,0.5663360830628,0.100285212836536,0.871756268597561,0.00191015911612655,-0.0566167980836001,-0.0538621786311546,-0.0850077864019427,-0.0858525801958311
cg16871519,6,10415597,,,NA,TFAP2A;TFAP2A,Body;TSS200,chr6:10417384-10417842,N_Shore,-0.199500294704078,0.193497337821265,0.407185961868869,0.115723280402537,0.0752109062077744,0.00210394911565813,0.467945910187243,0.359956938526459,0.298725824146475,0.293288902220049
cg17094014,6,41605343,,,NA,MDFI,TSS1500,chr6:41604583-41606663,Island,-0.135532883746554,0.00592000083532541,0.422671070771364,0.142106018176546,0.0256714388978659,0.000294896654408923,0.281734621342548,0.0549535075789015,0.117691773532808,0.255876370838178
cg17536595,6,43612908,,,NA,RSPH9,1stExon,chr6:43612714-43613366,Island,-0.115790911124523,0.0538676990727901,0.445328289465796,0.100430685965751,0.256733447987805,0.00831709739310236,0.369718087051563,0.112718337695636,0.131925069748904,0.169569344175402
cg17736443,6,27783054,,,NA,HIST1H2AJ;HIST1H2BM,TSS1500;1stExon,chr6:27782247-27782485,S_Shore,-0.208173577229687,0.08364006920347,0.4803482000342,0.130349222743942,0.0966879080945122,0.00320261066430272,0.219195227079421,-0.017971590932437,0.087040879637429,0.173960957049467
cg17760405,6,100915191,,,NA,,,chr6:100914946-100915245,Island,-0.0955557180006103,0.367513600445442,0.410651594320787,0.100377561024045,0.0841632460320122,0.00178799775702086,0.481526710029461,0.381543556598308,0.308636537331586,0.125115768799333
cg18136963,6,139013146,rs58674844,,NA,,,chr6:139013563-139014881,N_Shore,-0.0155134288525547,0.129257845235546,0.52902585280714,0.127745125949709,0.335669842415244,0.070632341406031,0.224658446088925,0.140310552115477,0.110834809120157,0.187712687931693
cg18749015,6,45631363,,,NA,,,chr6:45630986-45631814,Island,-0.196409446225612,0.0407272893692646,0.479384384762458,0.101269428636134,0.0995421592759146,0.00268050872998464,0.277926474999281,0.0513590250356449,0.114550915672651,0.256431896718206
cg18786623,6,29894050,rs77140939,,NA,HCG4P6,TSS1500,chr6:29894140-29895117,N_Shore,-0.157794391099035,0.0971520050579003,0.569355816615403,0.1011869412548,0.350621598814363,0.044225799799889,-0.0846741421603875,-0.0756838268830149,-0.10453008345215,0.0278034128683132
cg18924324,6,100057143,,rs76039645,NA,PRDM13,Body,chr6:100055641-100055866,S_Shore,-0.0994957277764843,0.102735718841331,0.420966431645858,0.111571810178819,0.117847858210366,0.00696183394441706,0.36625673349139,0.323178824273851,0.31462241086727,0.144756402723392
cg19070139,6,42928517,,,NA,GNMT,1stExon,chr6:42928218-42928810,Island,-0.21885673330047,0.0916609607962168,0.356397079214651,0.113255700107271,0.124812594028963,0.00149622373234765,0.276955126493079,0.0601504686222383,0.123316062176166,0.227909422984472
cg19653212,6,42145954,,,NA,GUCA1A,Body,chr6:42145847-42146053,Island,0.0175767346187646,0.148885618462779,0.529059934993764,0.123241443062115,0.116270628551829,0.00217641124442749,0.269506477711168,0.0726119988659383,0.120362571032941,0.231189984098483
cg19851574,6,167178233,,,NA,RPS6KA2,Body,,,0.315241883778413,0.100930715785417,0.717827646154581,0.111010635991059,0.760429942103659,0.0049542123224319,0.13164730680889,0.106811355409187,0.0336545138532212,-0.0642051501193641
cg20114732,6,166579135,rs34956905,,NA,T,Body,chr6:166579973-166583423,N_Shore,-0.0382106143150329,0.244914307528023,0.453408737372553,0.111978408727062,0.0907449180411585,0.00211405912326036,0.386416734806244,0.302088563645104,0.282850603805681,0.13971393704314
cg20294304,6,34203153,,,NA,HMGA1;HMGA1;HMGA1;HMGA1;HMGA1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,chr6:34202567-34206193,Island,0.0741852956881969,0.0993103687565014,0.272514967848554,0.101752605106378,0.111904595025915,0.00372994466094175,0.0248762188081669,0.0371602437410888,-0.112392911292543,0.065840499973292
cg20300129,6,35058181,,,NA,ANKS1A,3'UTR,,,0.343436833768545,-0.0164005433483145,0.621256205697802,0.140552418224412,0.972226398948171,0.000147640585951993,0.143303488883319,0.183238896673008,-0.0696601512904061,-0.0237224342881092
cg20392842,6,32909003,,,NA,HLA-DMB,TSS200,,,-0.0951800483850096,-0.221087652624316,0.31243886519784,0.10036311096377,0.0565794838277439,0.000722534557553358,-0.0785124068816179,-0.141595822050926,-0.119910589917534,0.142818636414064
cg20787173,6,133562475,,,NA,EYA4;EYA4;EYA4,TSS200;TSS200;TSS200,chr6:133562086-133563586,Island,-0.277574634049621,0.2063075404435,0.412749712572324,0.104807153651412,0.174149880304878,0.00324567577963581,0.428082819376019,0.35841034132792,0.443787108676805,0.395129287143603
cg20867963,6,3743529,,,NA,C6orf145,Body,,,-0.218703012910716,-0.190989259194821,0.572147691453311,0.13402047548638,0.167254967210366,0.0088803242219591,0.0474637696046809,-0.0709832232827799,-0.0144839402891857,0.215257238888455
cg21164975,6,41567658,,,NA,FOXP4;FOXP4;FOXP4,3'UTR;3'UTR;3'UTR,,,0.313076645775147,0.0473622923274566,0.550748918340057,0.104596311156417,0.740708386128049,0.00358770547871598,0.0336660188270679,0.0269619062098096,-0.143735747186418,-0.145622562897281
cg21351392,6,161607487,,,NA,AGPAT4,Body,,,0.120163310873715,-0.181413206857078,0.518483743518646,0.120773321752546,0.529093579756098,0.0327049317725957,0.233038997752421,0.176462467077285,0.0740451898937022,0.00296581790091752
cg21683708,6,36628755,,,NA,,,chr6:36628586-36628997,Island,0.0257091186606427,0.0253461364847189,0.513334685404294,0.125627013934898,0.14925505285061,0.00295893241048251,0.364583581580537,0.154341689505409,0.0937088337654547,0.213388502422208
cg22198603,6,38230110,rs4714137,,NA,BTBD9;BTBD9;BTBD9,Body;Body;Body,,,-0.126597372320776,-0.153314084326973,0.41855942620457,0.110574662602706,0.286854755589431,0.00297309946730001,-0.0462343809707733,-0.00364296779018215,-0.0470939668738932,-0.0701482908950459
cg22268510,6,32118420,,,NA,PRRT1,Body,chr6:32118101-32118544,Island,-0.0999240075789526,-0.00704904755163561,0.582761797310209,0.10136087548781,0.325740222606707,0.00750818139414911,0.219689940954831,0.0952324210163001,0.0311398552838647,0.106158859035308
cg22286382,6,25875233,,,NA,SLC17A3;SLC17A3,TSS1500;TSS1500,,,0.26941019067512,-0.352778068851628,0.361631663088454,0.100851870252716,0.140078634329268,0.00230754422301238,0.0967773746471465,-0.0019796772854836,-0.0610067673899734,-0.112718337695636
cg22324029,6,32908466,rs35575451,,NA,HLA-DMB,Body,,,-0.085681443552916,-0.307425283155444,0.341244705106477,0.105056620663179,0.103661957286585,0.00110121793799134,-0.136998763215311,-0.185350881157729,-0.136002761193723,0.0642939027747531
cg22620090,6,105400993,,,NA,,,chr6:105400877-105401149,Island,-0.139314240927655,0.258280588572674,0.544541835260483,0.113563827148218,0.185241828185976,0.00461762414593587,0.275666569422245,0.20701474691112,0.189091641225608,0.163064103248922
cg22723502,6,26240528,,,NA,HIST1H4F,TSS200,chr6:26240697-26240951,N_Shore,-0.0495998977376773,0.0148683034186243,0.314763561898994,0.103766842009775,0.0310147179824695,0.000661054987131679,0.246511322126941,0.0614291642869176,0.126226820559388,0.170897346870853
cg22871668,6,133562492,,,NA,EYA4;EYA4;EYA4,TSS200;TSS200;TSS200,chr6:133562086-133563586,Island,-0.249771794358486,0.137996901905721,0.291932051335916,0.105316356177531,0.0574539303862805,0.00180780092526983,0.424757881934315,0.345579008353433,0.460871994839197,0.440646250816648
cg22897615,6,32117079,,,NA,PRRT1,Body,chr6:32116590-32117229,Island,-0.064789445127329,0.362258979983496,0.453778080047678,0.121279546393569,0.162452675152439,0.00670665877515752,0.280995015880973,0.171765150612434,0.266996749844888,0.154078718674627
cg23330450,6,31548285,,,NA,,,chr6:31548436-31549277,N_Shore,-0.125190049822071,-0.174793563615906,0.369217898904239,0.110798843261509,0.274749686981707,0.00605142452201056,0.151830318071438,0.0356514485994749,0.0760552731814951,0.0834628327710962
cg23817096,6,1620687,,,NA,,,chr6:1619093-1621094,Island,-0.171251912492908,0.133961730168518,0.477743083819007,0.105494168540052,0.177150379542683,0.00336174767021424,0.333666429718991,0.146411475389628,0.213153472242196,0.157896726424049
cg23829024,6,26018074,,,NA,HIST1H1A,TSS200,chr6:26020671-26021125,N_Shelf,0.0513697373052669,0.094375040538801,0.333189835546369,0.119070795464713,0.0822740794664634,0.00210957209414487,0.271562580894347,0.110141223553969,0.0240001972281231,0.157978904808668
cg23950233,6,33245739,,,NA,B3GALT4,1stExon,chr6:33244677-33245554,S_Shore,0.0245138809777466,-0.319036835961378,0.493778284281636,0.116356842977165,0.201754837134146,0.00378757135052016,0.189260928697925,-0.0468934516154216,0.0382745826365291,0.163435549547402
cg24101359,6,42928495,,,TRUE,GNMT,TSS200,chr6:42928218-42928810,Island,-0.150927939678656,0.0562958848077429,0.389546777063915,0.102981706394482,0.10539560714939,0.00176439628860977,0.283231911510315,0.0899631429944981,0.112862971652566,0.229110870967609
cg25360181,6,43970084,,,NA,C6orf223,Body,chr6:43970073-43970922,Island,-0.0233556348324918,0.159059325097375,0.31337475093751,0.101116736888589,0.0642212424329268,0.00086995013160783,0.42042872463256,0.223429057455018,0.310114104687044,0.196832845056765
cg25459558,6,33161290,rs74648076,,NA,COL11A2;COL11A2;COL11A2;COL11A2,TSS1500;TSS1500;TSS1500;TSS1500,chr6:33160945-33161337,Island,-0.0658358946254904,-0.0090225835805202,0.317228866989683,0.117747083590939,0.119828505292683,0.00457832453481384,0.231901648909287,0.0788197540400948,0.00899278062891118,0.138614390256931
cg25529393,6,27858380,,,NA,HIST1H3J,1stExon,chr6:27858166-27858564,Island,-0.0676534121749286,0.108277508287951,0.383140017169817,0.108070953245834,0.0702683392987805,0.000709947275390694,0.292403019233851,0.0853792327004228,0.107384960533831,0.141314771975527
cg26121931,6,29895204,,,NA,,,chr6:29894140-29895117,S_Shore,-0.0768626609792509,-0.0132672847360615,0.371495220737538,0.100960560151805,0.296928058277439,0.0357793794841073,0.0739925957275458,0.0460634499307647,-0.0348313083209723,-0.0543075854757923
cg26578923,6,42928546,,,NA,GNMT,1stExon,chr6:42928218-42928810,Island,-0.202659372018637,0.0677992494366365,0.355952603721553,0.115089488313356,0.0849089143689024,0.00289769926972243,0.281501234730229,0.0459368952184507,0.10074823419196,0.230251506946128
cg26751972,6,29692000,rs3087327,,NA,HLA-F;HLA-F;HLA-F,Body;Body;Body,chr6:29691106-29692093,Island,-0.180985619097566,0.066542366306563,0.537361859581647,0.129672281581443,0.0333910001439024,0.000600809514979186,0.181324140311374,-0.0529039786664913,0.131497742148883,0.248107226356251
cg26889659,6,684090,,,NA,EXOC2,5'UTR,,,0.0957398536546466,-0.141519468366688,0.360613164966184,0.102399591798315,0.696224530182927,0.0132905029551524,0.0397028429612159,0.104339429599832,-0.136987258241465,-0.119527638645207
cg26922444,6,24911204,,,NA,FAM65B,TSS200,chr6:24910626-24911285,Island,-0.174461133891826,0.259994727468492,0.52083170988397,0.121856020077971,0.0630991210365854,0.000956953575079838,0.16496078036594,-0.070675876124303,0.0811667687048276,0.211248577286716
cg27011480,6,30228083,,,NA,HLA-L,Body,chr6:30227320-30228255,Island,-0.19069466467713,0.0140365283984749,0.514328258633848,0.108925059402234,0.203140705167683,0.00778590558706986,0.310567729370144,0.173809748821767,0.126871099094805,0.211726855485202
cg27260772,6,50791202,,,NA,TFAP2B,Body,chr6:50791110-50791573,Island,-0.104507670109784,0.248469891026116,0.484795050388332,0.116991588317727,0.100146333655488,0.00363749374976338,0.393406828201978,0.289087943198301,0.25805738516598,0.183485431826867
cg27363327,6,43211208,,,NA,TTBK1,TSS200,chr6:43211114-43211345,Island,-0.109578798903309,0.176236947829723,0.539165380959667,0.116280748109175,0.118089755807927,0.00293796611319703,0.306633028314562,0.207192252221898,0.197914312598357,0.130516532236526
cg27399125,6,150378738,,,NA,,,chr6:150378838-150379048,N_Shore,0.149541990068366,0.0777256688094269,0.663306671010931,0.114586232169107,0.84175593804878,0.00805745945703355,0.19775817366758,0.229983605412268,0.0425955220998221,0.0697472603781027
cg27530576,6,33401480,,,NA,SYNGAP1,Body,,,0.00158570391355331,-0.0711362456216366,0.580188213815836,0.102885091396846,0.345570946463415,0.005680264317241,0.0641492688178228,0.000592506153106548,-0.00254999527474288,0.240558319945105
cg00106345,7,27138396,rs76990950,,NA,,,chr7:27135342-27136736,S_Shore,-0.108364654434507,-0.055116550767042,0.676521547724863,0.103883505573475,0.391386772560976,0.0114416260028166,0.172235210972458,-0.0273004811544419,0.132569348284321,0.105798917710675
cg00232092,7,5518887,,,NA,FBXL18,3'UTR,chr7:5521368-5521615,N_Shelf,-0.144047513677391,-0.188307294017002,0.573080749401272,0.11120580108528,0.523300611341463,0.00457642032294913,0.0379655919103598,-0.00136991367160696,-0.097605732764111,0.0315638957485013
cg00356183,7,751833,,,NA,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,chr7:751712-752150,Island,-0.263554019249432,0.032716198277523,0.392163397376679,0.110129702365224,0.0687094336387195,0.00305964823754391,0.243413197026786,0.00768943144884601,0.139712293475447,0.281931849465635
cg00579868,7,5271516,,,NA,WIPI2;WIPI2;WIPI2;WIPI2;WIPI2,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR,chr7:5267748-5268110,S_Shelf,0.118114801722561,-0.00253229214150926,0.342981315081419,0.118409150659375,0.166619121422256,0.00610238050648175,-0.138293894556915,-0.19603900186134,-0.225000308168942,0.0276719274529221
cg00839579,7,15727441,,,NA,MEOX2,TSS1500,,,-0.0448838877055076,0.198876005436608,0.335435810376685,0.103002036395998,0.0769699513527896,0.00142676910536194,0.393595838486603,0.281915413788711,0.304818529582164,0.15556614743624
cg00947599,7,2802697,,,NA,GNA12,Body,chr7:2802440-2802698,Island,0.0817126625810988,-0.0457036691432362,0.505495586526177,0.105965853694142,0.593036817835366,0.00973146869943823,0.253729871431917,0.205814942495675,-0.023046927966537,0.113918142111081
cg01030534,7,143579698,,,NA,FAM115A,5'UTR,chr7:143582125-143582610,N_Shelf,-0.261224374412205,0.195515702769019,0.499999292388667,0.159788645828667,0.0848353703765244,0.00415994358140465,0.310322837783978,0.107350445612291,0.179558948609747,0.280692599425573
cg01058360,7,151442371,,,NA,PRKAG2;PRKAG2,Body;Body,,,0.162217756966754,-0.124745113675471,0.521309863344202,0.115963472273138,0.414625223628049,0.00891159419243488,0.224489158616609,0.203791710666343,-0.00494138626717015,-0.00201583577471618
cg01119319,7,38356808,,,NA,,,,,0.177113838157786,-0.0573482375198014,0.573294119444595,0.113032213984822,0.586695165853659,0.0041815960280279,-0.0434633258414039,-0.0391390992427262,-0.0310017955977039,-0.251677055384122
cg01580340,7,16891079,,,NA,,,chr7:16890768-16891087,Island,0.120049870158282,0.0918007189168421,0.555570277434366,0.103391531421077,0.488142043689024,0.0241843604217242,0.045364933661499,0.0533954054065159,0.0237158600173396,0.0217057767295468
cg02245020,7,143580147,,,NA,FAM115A,5'UTR,chr7:143582125-143582610,N_Shore,-0.224129260465597,0.126709061795563,0.38833618897962,0.133873676939736,0.0683245606570122,0.000499568199640446,0.314841005370357,0.113178536649505,0.154632600986962,0.233727652615532
cg02423318,7,65509125,,,NA,,,chr7:65509074-65509594,Island,-0.217158410705653,-0.0319783332257033,0.401428762769188,0.113238325256876,0.0984416740243902,0.00208578812667575,0.29994699494192,0.0473585812723679,0.0790021900539501,0.241442559363611
cg02891728,7,151088236,,rs74844063,NA,WDR86,Body,,,0.294573478647013,-0.235139785291203,0.570268817092365,0.119530973026771,0.827457140503049,0.00187355090406943,0.160753247073422,0.14833116245434,-0.0240955241542817,-0.0882110998344105
cg03044249,7,70597065,,,NA,WBSCR17,TSS1500,chr7:70596228-70598382,Island,-0.170551539380235,0.178512088454935,0.281689962760522,0.106086361038411,0.0891880206676829,0.00493210040672552,0.367740875117618,0.322276505610729,0.276578749491521,0.39685338965292
cg03225210,7,143579951,,,NA,FAM115A,5'UTR,chr7:143582125-143582610,N_Shelf,-0.23359005172588,0.162201140371901,0.424347003128822,0.151258329453394,0.0561836452332317,0.000861564825065545,0.311652484047121,0.118058289128211,0.192222637679611,0.269296101046542
cg03514404,7,143579665,rs10952570,,NA,FAM115A,5'UTR,chr7:143582125-143582610,N_Shelf,-0.287793340814463,0.157906758094328,0.495907190278118,0.147764888602488,0.0756971660945122,0.00267017785433001,0.271909373677442,0.0576834735159611,0.147816725766622,0.260496439621486
cg03730533,7,26897685,,,NA,SKAP2,Body,,,-0.174896812001822,-0.10831768821615,0.27723155217505,0.114738945222769,0.166552160525576,0.00396471560776933,0.0961446010855764,0.109727044495486,0.0728289498013337,0.0710506095581679
cg03801183,7,150212873,,,NA,GIMAP7,5'UTR,,,-0.254232151763846,-0.0424355679743884,0.542080996966429,0.130945147231484,0.0488035644878049,0.000341657841050995,-0.125710740303978,-0.246738134468491,-0.0493029218524651,0.200846437361581
cg04572930,7,4754834,,,NA,FOXK1,Body,chr7:4757802-4758037,N_Shelf,0.103521229106018,-0.177185171003133,0.55463713996594,0.108354630389055,0.377350746128049,0.0199946412159457,0.139958828629306,0.0903526685375945,0.0891397155806108,-0.0293434357960826
